Hour,Temperature(C),Humidity(%),Wind speed (m/s),Visibility (10m),Dew point temperature(C),Solar Radiation (MJ/m2),Rainfall(mm),Snowfall (cm),Seasons,Holiday,Functioning Day,Rented Bike Count
16.0,0.0,,0.6,994.0,-12.9,0.13,0.0,0.0,Winter,No Holiday,Yes,354
20.0,30.2,66.0,2.8,2000.0,,0.02,0.0,0.0,Summer,No Holiday,Yes,1387
19.0,19.4,85.0,1.2,1651.0,16.8,0.08,0.5,0.0,Summer,No Holiday,Yes,873
11.0,-13.8,25.0,3.5,1996.0,-29.6,0.91,0.0,0.6,Winter,No Holiday,Yes,122
12.0,17.2,33.0,1.1,1258.0,0.7,2.28,0.0,0.0,Autumn,No Holiday,Yes,1394
1.0,20.5,64.0,0.4,2000.0,13.4,0.0,0.0,0.0,Autumn,No Holiday,No,0
23.0,,40.0,0.6,2000.0,-14.3,0.0,0.0,0.0,Winter,Holiday,Yes,227
20.0,11.7,34.0,0.9,1393.0,-3.6,0.0,0.0,0.0,Spring,No Holiday,Yes,1362
6.0,7.4,66.0,2.3,2000.0,1.4,0.0,0.0,0.0,Autumn,No Holiday,Yes,197
5.0,9.8,63.0,0.5,2000.0,3.0,0.0,0.0,0.0,Autumn,No Holiday,Yes,215
10.0,8.1,51.0,0.7,1100.0,-1.4,1.38,0.0,0.0,Autumn,No Holiday,Yes,696
18.0,6.6,73.0,0.4,229.0,2.0,0.0,0.0,0.0,Winter,No Holiday,Yes,340
14.0,27.8,76.0,3.1,1517.0,23.1,1.0,0.0,0.0,Summer,No Holiday,Yes,976
13.0,3.5,54.0,3.2,463.0,,0.68,0.0,0.0,Winter,No Holiday,,307
16.0,4.9,27.0,2.8,1648.0,-12.5,0.65,0.0,,Winter,No Holiday,Yes,390
21.0,7.9,56.0,1.4,1975.0,-0.3,0.0,0.0,0.0,Spring,No Holiday,Yes,411
21.0,22.9,98.0,2.1,1146.0,22.5,0.0,29.5,0.0,Summer,,Yes,122
0.0,-6.1,42.0,2.6,2000.0,-16.9,0.0,0.0,0.0,Winter,No Holiday,Yes,216
9.0,24.2,81.0,0.9,295.0,20.7,0.53,0.0,0.0,Summer,No Holiday,Yes,862
1.0,16.2,71.0,0.9,2000.0,10.9,0.0,0.0,0.0,Autumn,No Holiday,Yes,982
21.0,-5.6,69.0,2.2,1984.0,-10.3,0.0,0.0,0.0,Winter,No Holiday,Yes,119
23.0,30.4,58.0,1.4,2000.0,21.2,0.0,0.0,0.0,Summer,No Holiday,Yes,1198
19.0,22.5,43.0,0.4,2000.0,9.2,0.0,0.0,0.0,Autumn,No Holiday,Yes,2021
0.0,-0.2,30.0,0.4,2000.0,-15.7,0.0,0.0,0.0,Winter,No Holiday,Yes,171
10.0,-6.9,21.0,3.4,1827.0,-25.6,1.16,0.0,0.0,Winter,No Holiday,Yes,130
23.0,0.4,37.0,2.9,2000.0,-12.6,0.0,,0.0,Autumn,No Holiday,Yes,488
3.0,9.6,66.0,0.9,1685.0,3.5,0.0,0.0,0.0,Spring,No Holiday,Yes,224
6.0,7.6,82.0,0.3,1933.0,4.7,0.0,0.0,0.0,,No Holiday,Yes,458
15.0,13.2,61.0,3.9,719.0,5.8,1.03,,0.0,Autumn,No Holiday,Yes,995
16.0,8.1,96.0,1.5,281.0,7.4,0.21,1.0,0.0,Spring,No Holiday,Yes,31
7.0,22.6,88.0,0.8,2000.0,20.5,0.06,0.0,0.0,Summer,No Holiday,Yes,1182
17.0,28.5,43.0,1.7,1404.0,14.6,1.06,0.0,0.0,Spring,No Holiday,Yes,1951
23.0,5.1,75.0,1.4,950.0,1.0,0.0,0.0,0.0,Spring,No Holiday,Yes,345
19.0,-5.5,31.0,2.1,2000.0,-19.9,0.0,0.0,0.0,Winter,No Holiday,Yes,315
3.0,11.6,53.0,1.1,1904.0,2.3,0.0,0.0,0.0,Spring,No Holiday,Yes,392
5.0,20.5,67.0,,1649.0,14.1,0.0,0.0,0.0,Autumn,No Holiday,Yes,247
15.0,20.6,26.0,1.2,2000.0,0.4,,0.0,0.0,Autumn,No Holiday,Yes,1502
1.0,19.9,52.0,1.6,2000.0,9.7,0.0,0.0,0.0,Summer,No Holiday,Yes,946
21.0,5.5,33.0,3.2,1995.0,-9.5,0.0,0.0,0.0,Spring,No Holiday,Yes,625
23.0,19.8,73.0,0.9,442.0,14.8,0.0,0.0,0.0,Spring,Holiday,Yes,855
19.0,23.5,97.0,0.3,323.0,22.9,0.0,6.5,0.0,Summer,No Holiday,Yes,24
10.0,29.8,54.0,1.8,1737.0,19.4,2.34,0.0,0.0,Summer,No Holiday,Yes,678
21.0,0.7,,6.7,692.0,-2.8,0.0,0.9,1.0,Winter,No Holiday,Yes,146
20.0,15.5,37.0,1.9,2000.0,0.8,0.0,0.0,0.0,Autumn,No Holiday,Yes,1519
21.0,27.9,61.0,0.7,2000.0,19.6,0.0,0.0,0.0,Summer,No Holiday,Yes,1821
11.0,19.0,30.0,3.0,1719.0,1.0,2.84,0.0,0.0,Spring,No Holiday,Yes,1000
13.0,6.3,,3.0,792.0,-2.0,0.85,0.0,0.0,Winter,No Holiday,Yes,356
5.0,7.7,73.0,0.0,2000.0,3.1,0.0,0.0,0.0,Autumn,No Holiday,Yes,162
12.0,33.6,48.0,1.6,2000.0,21.0,1.89,0.0,0.0,Summer,No Holiday,Yes,663
18.0,14.6,42.0,1.4,1428.0,1.8,0.02,0.0,0.0,Autumn,No Holiday,Yes,2314
10.0,12.2,73.0,1.9,,7.4,0.92,0.0,0.0,Autumn,No Holiday,Yes,699
4.0,-13.1,54.0,0.7,1369.0,-20.4,0.0,0.0,,Winter,No Holiday,Yes,34
4.0,5.4,56.0,1.7,472.0,-2.6,0.0,0.0,0.0,Winter,No Holiday,Yes,72
17.0,27.7,33.0,1.1,2000.0,9.9,1.21,,0.0,Autumn,No Holiday,Yes,2201
0.0,5.3,81.0,1.7,1993.0,2.2,0.0,0.0,0.0,Autumn,No Holiday,Yes,434
12.0,-3.2,32.0,2.7,1900.0,-17.5,1.01,0.0,0.0,Winter,No Holiday,Yes,253
,3.3,85.0,1.1,351.0,1.0,0.0,0.0,0.3,Autumn,No Holiday,Yes,387
20.0,7.3,66.0,0.5,516.0,1.3,0.0,0.0,0.0,Autumn,No Holiday,Yes,943
20.0,28.2,76.0,2.2,1888.0,23.5,0.08,0.0,0.0,Summer,No Holiday,Yes,2069
16.0,22.7,42.0,1.9,2000.0,9.1,1.13,0.0,0.0,Spring,No Holiday,Yes,1820
12.0,-8.6,40.0,2.6,1700.0,-19.8,1.11,0.0,0.0,Winter,,Yes,187
21.0,1.8,63.0,1.2,604.0,-4.5,0.0,0.0,0.0,Winter,No Holiday,Yes,388
0.0,13.0,72.0,1.8,1987.0,8.0,0.0,0.0,0.0,,No Holiday,No,0
5.0,10.8,89.0,1.6,957.0,9.0,0.0,0.0,0.0,Autumn,No Holiday,Yes,49
20.0,-1.3,51.0,2.4,1481.0,-10.1,0.0,0.0,0.0,Winter,No Holiday,Yes,241
3.0,9.1,79.0,0.2,1689.0,5.6,0.0,0.0,0.0,Autumn,No Holiday,Yes,266
9.0,30.5,54.0,0.9,1907.0,20.1,1.71,0.0,,Summer,No Holiday,Yes,526
4.0,10.5,73.0,1.2,2000.0,5.8,0.0,0.0,0.0,Spring,No Holiday,Yes,213
5.0,21.7,87.0,0.6,846.0,19.4,0.0,0.0,0.0,Autumn,,Yes,247
9.0,7.5,94.0,1.5,506.0,6.5,0.15,1.5,0.0,Spring,No Holiday,Yes,17
0.0,28.0,82.0,1.4,1221.0,24.6,,0.0,0.0,Summer,No Holiday,Yes,983
3.0,18.6,83.0,2.9,889.0,15.6,0.0,0.0,0.0,Summer,No Holiday,Yes,365
17.0,25.1,51.0,2.4,1714.0,14.2,1.15,0.0,0.0,Summer,No Holiday,Yes,2328
22.0,20.8,65.0,0.9,2000.0,13.9,0.0,0.0,0.0,Autumn,No Holiday,Yes,1865
7.0,-5.3,53.0,1.1,1300.0,-13.4,0.0,0.0,0.0,Winter,No Holiday,Yes,327
2.0,-10.6,40.0,1.0,2000.0,-21.6,0.0,0.0,0.0,Winter,No Holiday,Yes,84
21.0,-4.8,45.0,0.8,1351.0,-14.9,0.0,0.0,0.0,Winter,No Holiday,Yes,316
16.0,6.1,53.0,0.5,2000.0,-2.7,0.21,0.0,0.0,Autumn,No Holiday,Yes,755
18.0,3.6,62.0,1.4,389.0,-3.0,0.01,0.0,0.0,Winter,No Holiday,Yes,574
2.0,9.7,23.0,1.4,2000.0,-10.4,0.0,0.0,0.0,Spring,No Holiday,Yes,257
21.0,0.7,47.0,2.7,1283.0,-9.3,0.0,0.0,0.0,Winter,No Holiday,Yes,300
14.0,1.4,41.0,2.0,1003.0,-10.4,0.99,,0.0,Winter,No Holiday,Yes,343
15.0,36.5,35.0,3.0,1355.0,18.5,2.71,0.0,0.0,Summer,No Holiday,Yes,785
7.0,1.7,89.0,1.3,295.0,0.0,0.0,0.0,0.3,Autumn,No Holiday,Yes,819
10.0,10.0,49.0,1.2,1411.0,-0.2,1.4,0.0,0.0,Autumn,No Holiday,Yes,751
21.0,1.2,92.0,0.7,1474.0,0.0,0.0,0.5,0.0,Spring,No Holiday,Yes,231
1.0,-10.2,52.0,1.6,1997.0,-18.2,0.0,0.0,0.0,Winter,No Holiday,Yes,183
17.0,8.9,,1.8,789.0,-2.1,1.0,0.0,0.0,Spring,No Holiday,Yes,834
4.0,12.1,80.0,,1834.0,8.7,0.0,0.0,0.0,Autumn,Holiday,Yes,284
16.0,28.8,37.0,2.4,1629.0,12.6,1.44,0.0,0.0,Spring,No Holiday,Yes,1458
8.0,25.8,71.0,0.4,760.0,20.1,0.93,0.0,0.0,,No Holiday,Yes,1944
22.0,-10.3,43.0,3.7,1876.0,-20.5,0.0,0.0,0.0,Winter,No Holiday,Yes,183
0.0,-1.3,90.0,2.0,,-2.7,0.0,0.0,2.2,Winter,No Holiday,Yes,166
16.0,25.0,56.0,0.7,1723.0,15.6,1.27,0.0,0.0,Summer,No Holiday,Yes,1550
5.0,1.1,88.0,0.9,927.0,-0.6,0.0,0.0,0.0,Spring,No Holiday,Yes,81
2.0,17.9,60.0,0.8,2000.0,10.0,0.0,0.0,0.0,Summer,No Holiday,Yes,764
18.0,11.3,,1.2,1846.0,-1.1,,0.0,0.0,Autumn,No Holiday,Yes,2159
15.0,21.2,35.0,2.9,1733.0,5.1,2.88,0.0,0.0,Spring,No Holiday,Yes,1324
14.0,9.9,25.0,1.5,1401.0,-9.2,2.43,,0.0,Winter,No Holiday,Yes,455
14.0,-2.2,23.0,3.7,1971.0,-20.5,1.09,0.0,2.2,Winter,No Holiday,Yes,178
20.0,34.5,62.0,2.8,1701.0,26.1,0.02,0.0,0.0,Summer,No Holiday,Yes,1441
23.0,13.5,74.0,1.2,603.0,8.9,0.0,0.0,0.0,Spring,No Holiday,,614
4.0,10.8,87.0,1.7,956.0,8.7,0.0,0.0,0.0,Autumn,No Holiday,Yes,50
21.0,,37.0,1.1,1751.0,-0.5,0.0,,0.0,Spring,No Holiday,Yes,1351
5.0,25.9,91.0,0.4,872.0,24.3,0.0,0.5,0.0,Summer,No Holiday,Yes,231
1.0,-6.0,76.0,3.1,1178.0,-9.5,0.0,0.0,1.0,Winter,No Holiday,Yes,120
20.0,2.7,90.0,1.5,639.0,1.2,0.0,0.0,0.0,Spring,No Holiday,Yes,93
21.0,21.4,54.0,1.5,2000.0,11.6,0.0,0.0,0.0,Summer,No Holiday,Yes,2337
1.0,11.1,62.0,0.2,666.0,4.0,0.0,0.0,0.0,Autumn,No Holiday,Yes,547
20.0,24.6,65.0,2.9,2000.0,17.5,0.0,0.0,0.0,Summer,No Holiday,Yes,2022
6.0,1.9,53.0,0.4,1813.0,-6.6,0.0,0.0,0.0,Autumn,No Holiday,Yes,114
0.0,5.6,78.0,0.6,196.0,2.0,0.0,0.0,0.0,Winter,Holiday,Yes,266
5.0,2.5,76.0,0.7,544.0,-1.3,0.0,0.0,0.0,Spring,No Holiday,Yes,88
,25.7,57.0,1.5,2000.0,16.5,0.24,0.0,0.0,Autumn,No Holiday,Yes,2826
9.0,,98.0,1.1,253.0,13.7,0.06,17.0,0.0,Spring,No Holiday,Yes,32
5.0,17.1,66.0,0.3,1370.0,10.6,0.0,0.0,0.0,Summer,No Holiday,Yes,193
21.0,5.6,77.0,0.9,212.0,1.8,0.0,0.0,0.0,Winter,,Yes,279
10.0,16.3,47.0,3.6,1815.0,4.9,1.93,0.0,0.0,Autumn,No Holiday,Yes,856
4.0,16.4,59.0,1.7,2000.0,8.3,0.0,0.0,0.0,Autumn,No Holiday,Yes,222
23.0,12.9,,1.4,2000.0,7.9,0.0,0.0,0.0,Autumn,No Holiday,Yes,679
19.0,27.2,48.0,,1994.0,15.2,0.57,0.0,0.0,Summer,No Holiday,Yes,2475
22.0,6.2,70.0,0.4,474.0,1.1,0.0,0.0,0.0,Autumn,No Holiday,Yes,846
12.0,5.3,55.0,2.6,904.0,-3.0,0.85,0.0,0.0,Winter,No Holiday,Yes,325
1.0,-1.2,63.0,0.9,1846.0,-7.3,0.0,0.0,0.0,Winter,No Holiday,Yes,122
5.0,4.1,42.0,3.1,2000.0,-7.6,0.0,0.0,0.0,Spring,No Holiday,Yes,92
22.0,7.0,55.0,2.7,1041.0,-1.4,0.0,0.0,0.0,Spring,No Holiday,Yes,562
21.0,13.5,75.0,0.8,1275.0,9.1,0.0,0.0,0.0,Autumn,No Holiday,Yes,1062
16.0,-6.0,29.0,2.8,1983.0,-21.2,0.58,0.0,0.0,Winter,No Holiday,Yes,248
22.0,18.2,52.0,1.3,818.0,8.1,0.0,0.0,0.0,Spring,,Yes,1183
10.0,26.0,54.0,1.5,2000.0,15.9,2.13,0.0,0.0,Autumn,No Holiday,Yes,861
22.0,16.4,80.0,1.2,2000.0,12.9,0.0,0.0,0.0,Spring,No Holiday,Yes,1290
9.0,7.1,61.0,0.5,1493.0,0.0,0.57,0.0,0.0,Autumn,No Holiday,Yes,1019
7.0,-3.2,54.0,1.2,1113.0,-11.2,0.0,0.0,0.0,Winter,No Holiday,Yes,61
15.0,33.4,44.0,,1928.0,19.4,2.95,0.0,0.0,Summer,No Holiday,Yes,745
7.0,18.1,64.0,0.6,923.0,11.1,0.47,0.0,0.0,Summer,No Holiday,Yes,1421
17.0,18.8,24.0,2.1,2000.0,-2.2,0.63,,0.0,Autumn,No Holiday,,1883
1.0,11.7,74.0,0.5,979.0,7.2,0.0,0.0,0.0,Spring,No Holiday,Yes,453
23.0,22.9,92.0,0.6,,21.5,0.0,0.0,0.0,Summer,No Holiday,Yes,919
23.0,,51.0,1.7,2000.0,11.1,0.0,,0.0,Summer,No Holiday,Yes,1416
14.0,4.1,17.0,1.8,1996.0,-18.8,1.87,0.0,0.0,Winter,No Holiday,Yes,372
21.0,-2.6,28.0,2.0,2000.0,-18.6,0.0,0.0,0.0,Winter,No Holiday,Yes,304
9.0,21.5,61.0,0.8,1774.0,13.6,0.92,,0.0,,No Holiday,No,0
2.0,19.2,69.0,1.3,2000.0,13.3,0.0,0.0,0.0,Summer,No Holiday,Yes,162
9.0,4.6,94.0,0.9,90.0,3.7,0.0,6.4,0.0,Winter,Holiday,Yes,3
10.0,-9.5,39.0,2.1,1875.0,-20.9,,0.0,0.0,Winter,No Holiday,Yes,202
23.0,20.4,96.0,0.6,1137.0,19.7,0.0,1.0,0.0,Summer,No Holiday,Yes,40
3.0,-15.2,30.0,3.4,2000.0,-28.9,0.0,0.0,0.9,Winter,No Holiday,Yes,32
9.0,8.2,81.0,2.7,1273.0,5.1,0.2,0.5,0.0,Spring,No Holiday,Yes,387
18.0,1.7,64.0,1.3,,-4.3,0.0,0.0,0.8,Winter,No Holiday,Yes,531
17.0,36.4,39.0,1.2,2000.0,20.2,1.15,0.0,0.0,Summer,No Holiday,Yes,1495
7.0,,73.0,2.0,1300.0,14.1,0.3,0.0,0.0,Summer,No Holiday,Yes,1544
9.0,22.6,59.0,1.6,,14.1,1.8,0.0,0.0,Summer,No Holiday,Yes,1111
16.0,17.7,33.0,3.4,897.0,1.2,1.96,0.0,0.0,Spring,No Holiday,Yes,819
0.0,15.8,97.0,2.4,181.0,15.3,0.0,3.5,0.0,Spring,No Holiday,Yes,32
14.0,18.9,31.0,2.6,1936.0,1.3,2.37,0.0,0.0,Autumn,No Holiday,Yes,1767
2.0,16.1,70.0,0.6,787.0,10.6,0.0,0.0,0.0,Spring,No Holiday,Yes,437
22.0,-7.6,,1.6,2000.0,-18.6,0.0,0.0,0.0,Winter,No Holiday,Yes,155
14.0,11.4,30.0,3.1,1672.0,-5.5,2.82,0.0,0.0,Spring,No Holiday,Yes,674
23.0,27.2,,0.7,920.0,17.3,0.0,0.0,0.0,Summer,No Holiday,Yes,1437
2.0,18.8,98.0,1.5,237.0,18.4,0.0,0.5,0.0,Spring,No Holiday,Yes,48
17.0,23.9,65.0,1.9,1425.0,16.9,1.02,0.0,0.0,Spring,No Holiday,Yes,2022
16.0,24.6,85.0,2.7,1973.0,21.9,0.55,0.0,0.0,Summer,No Holiday,Yes,455
18.0,8.9,39.0,3.5,2000.0,-4.3,0.05,0.0,0.0,Autumn,No Holiday,,1054
22.0,13.3,71.0,2.1,581.0,8.1,0.0,0.0,0.0,Spring,No Holiday,Yes,949
12.0,32.0,57.0,1.6,,22.4,1.94,0.0,0.0,Summer,No Holiday,Yes,600
22.0,-1.9,30.0,0.8,2000.0,-17.2,0.0,0.0,,Winter,Holiday,Yes,145
4.0,-5.1,60.0,0.7,1377.0,-11.6,0.0,0.0,0.0,Winter,No Holiday,Yes,62
16.0,23.0,47.0,4.1,1417.0,11.0,,0.0,0.0,Spring,No Holiday,Yes,1218
1.0,12.4,94.0,1.3,307.0,11.4,0.0,0.0,0.0,Spring,No Holiday,Yes,377
7.0,12.5,68.0,1.1,457.0,6.7,0.22,0.0,0.0,Spring,No Holiday,Yes,324
17.0,4.5,51.0,1.1,1244.0,-4.7,0.17,0.0,0.0,Winter,No Holiday,Yes,302
5.0,12.4,60.0,0.8,1563.0,4.8,0.0,0.0,0.0,Autumn,No Holiday,,178
15.0,7.5,21.0,2.7,1900.0,-13.4,2.22,0.0,0.0,Winter,No Holiday,Yes,612
9.0,22.8,,3.1,569.0,21.6,0.06,4.0,0.0,,No Holiday,Yes,97
,26.7,84.0,0.4,994.0,23.7,0.0,0.0,0.0,Summer,No Holiday,Yes,346
3.0,23.5,81.0,0.9,878.0,,0.0,0.0,0.0,Summer,No Holiday,Yes,376
12.0,12.4,90.0,,297.0,10.7,0.19,1.0,0.0,Autumn,No Holiday,Yes,29
4.0,1.1,67.0,1.7,1506.0,-4.3,0.0,0.0,,Winter,No Holiday,Yes,51
1.0,20.3,55.0,1.1,1756.0,0.0,0.0,0.0,0.0,Spring,No Holiday,Yes,721
8.0,1.5,73.0,1.2,466.0,-2.8,0.11,0.0,0.0,Spring,No Holiday,Yes,340
14.0,30.1,,1.4,1583.0,12.9,2.53,0.0,0.0,Summer,No Holiday,Yes,1744
5.0,,76.0,0.8,1962.0,5.4,0.0,0.0,0.0,Spring,No Holiday,Yes,20
16.0,31.6,57.0,2.7,1882.0,22.0,2.19,0.0,0.0,Summer,No Holiday,Yes,1306
21.0,0.5,52.0,0.8,1595.0,-8.2,0.0,0.0,0.0,Winter,No Holiday,Yes,331
19.0,30.4,62.0,0.9,2000.0,22.2,0.65,0.1,0.0,Summer,No Holiday,Yes,2598
23.0,12.9,51.0,1.7,1200.0,2.9,0.0,0.0,0.0,Spring,No Holiday,Yes,677
8.0,,53.0,1.1,,-13.4,0.0,0.0,0.0,Winter,No Holiday,Yes,122
18.0,0.6,66.0,1.4,,-5.0,0.0,0.0,,Winter,No Holiday,Yes,862
21.0,14.0,96.0,4.1,292.0,13.3,0.0,18.0,0.0,Autumn,No Holiday,Yes,21
13.0,36.9,39.0,1.5,2000.0,20.6,2.46,0.0,0.0,Summer,Holiday,Yes,591
21.0,14.4,66.0,1.7,677.0,8.1,0.0,0.0,0.0,Spring,No Holiday,Yes,1046
22.0,24.3,97.0,2.1,1028.0,23.7,0.0,4.5,0.0,Summer,No Holiday,Yes,74
20.0,22.4,64.0,0.8,2000.0,15.2,0.0,0.0,0.0,Summer,No Holiday,Yes,1674
2.0,-2.9,57.0,0.0,,-10.2,0.0,0.0,0.0,Winter,No Holiday,Yes,116
3.0,11.3,61.0,0.3,934.0,4.0,0.0,0.0,0.0,Spring,No Holiday,Yes,188
14.0,33.6,50.0,3.5,1993.0,,1.15,0.0,0.0,Summer,No Holiday,Yes,670
11.0,20.9,,1.7,2000.0,1.1,3.11,0.0,0.0,Spring,No Holiday,Yes,1129
9.0,3.0,30.0,1.3,1242.0,-12.9,0.3,0.0,0.0,Autumn,No Holiday,Yes,798
9.0,30.9,47.0,1.0,2000.0,18.2,1.62,0.0,0.0,Summer,No Holiday,Yes,860
7.0,-15.9,30.0,3.0,2000.0,-29.5,0.0,0.0,0.9,,No Holiday,Yes,164
18.0,-1.4,79.0,1.6,702.0,-4.5,0.0,0.1,2.2,Winter,No Holiday,Yes,329
13.0,2.6,40.0,3.5,1854.0,-9.6,2.28,0.0,0.0,Winter,No Holiday,Yes,256
15.0,26.9,51.0,2.0,2000.0,15.9,1.95,0.0,0.0,Summer,No Holiday,Yes,1346
,23.8,48.0,2.0,2000.0,12.1,0.0,0.0,0.0,Summer,No Holiday,Yes,1702
0.0,22.0,97.0,1.6,152.0,21.4,0.0,0.5,0.0,Spring,No Holiday,Yes,118
21.0,5.7,46.0,0.8,727.0,-5.0,0.0,0.0,0.0,Winter,No Holiday,Yes,449
15.0,24.6,57.0,1.8,1664.0,15.5,1.54,0.0,0.0,Summer,No Holiday,Yes,1292
15.0,2.9,90.0,2.0,380.0,1.4,0.08,3.5,0.0,Winter,Holiday,Yes,38
4.0,19.2,68.0,0.8,1181.0,13.1,0.0,0.0,0.0,Summer,Holiday,Yes,332
2.0,15.8,66.0,0.6,1204.0,9.4,0.0,0.0,0.0,Spring,No Holiday,Yes,572
5.0,4.7,89.0,2.3,1242.0,3.0,0.0,0.0,0.0,Spring,No Holiday,Yes,22
7.0,1.4,43.0,1.5,2000.0,-9.8,0.0,0.0,0.0,Spring,No Holiday,Yes,605
19.0,23.9,51.0,2.3,2000.0,13.1,0.12,0.0,0.0,Summer,No Holiday,Yes,2788
10.0,17.7,88.0,1.1,322.0,15.6,0.36,0.0,0.0,Spring,No Holiday,,486
21.0,3.1,74.0,1.1,333.0,-1.0,0.0,0.0,0.0,Winter,No Holiday,Yes,320
5.0,23.5,80.0,0.3,838.0,19.8,0.0,,0.0,Summer,No Holiday,Yes,326
4.0,4.5,67.0,0.9,1175.0,-1.1,0.0,0.0,0.0,Autumn,No Holiday,Yes,88
2.0,5.0,50.0,1.7,669.0,-4.5,0.0,0.0,0.0,Spring,No Holiday,Yes,305
2.0,-8.3,65.0,0.4,1750.0,-13.7,0.0,0.0,0.0,Winter,No Holiday,Yes,103
1.0,-10.4,37.0,0.3,2000.0,-22.3,0.0,0.0,0.0,Winter,No Holiday,Yes,129
10.0,22.1,53.0,1.1,1999.0,12.0,2.28,0.0,0.0,Summer,No Holiday,Yes,971
3.0,4.7,44.0,3.8,2000.0,-6.5,0.0,0.0,0.0,Spring,No Holiday,Yes,95
8.0,8.3,36.0,0.6,1335.0,-5.9,0.82,0.0,0.0,Spring,No Holiday,Yes,1815
23.0,31.2,50.0,1.8,2000.0,19.5,0.0,0.0,0.0,Summer,No Holiday,Yes,1117
9.0,12.8,57.0,1.2,1838.0,4.4,,0.0,0.0,Autumn,Holiday,No,0
9.0,24.8,75.0,1.1,1418.0,20.0,0.63,0.0,0.0,Summer,No Holiday,Yes,1246
3.0,28.5,81.0,1.2,911.0,24.9,0.0,0.0,0.0,Summer,No Holiday,Yes,461
10.0,13.8,47.0,4.8,1561.0,2.6,1.64,0.0,0.0,Spring,No Holiday,Yes,762
12.0,-7.8,28.0,4.1,2000.0,-23.1,2.12,0.0,,Winter,No Holiday,Yes,157
2.0,0.9,35.0,0.5,1856.0,-12.8,0.0,0.0,0.0,Spring,No Holiday,Yes,176
0.0,6.3,42.0,3.3,2000.0,-5.6,0.0,0.0,0.0,Spring,No Holiday,Yes,297
15.0,9.2,53.0,3.3,1896.0,0.1,2.23,0.0,0.0,Spring,No Holiday,Yes,555
1.0,15.3,97.0,3.2,178.0,14.8,0.0,3.0,0.0,Spring,No Holiday,,25
5.0,-7.8,65.0,2.3,1737.0,-13.2,0.0,0.0,1.6,Winter,No Holiday,Yes,51
12.0,33.4,47.0,1.3,2000.0,20.5,2.51,0.0,0.0,Summer,No Holiday,Yes,721
13.0,21.7,44.0,2.1,2000.0,8.9,2.46,0.0,0.0,Spring,No Holiday,Yes,1117
18.0,9.7,,3.6,948.0,-4.6,0.37,0.0,0.0,Spring,No Holiday,Yes,1611
2.0,11.7,70.0,1.0,1012.0,6.4,0.0,0.0,0.0,Autumn,No Holiday,Yes,427
1.0,7.3,,0.3,1150.0,0.9,0.0,0.0,0.0,Autumn,No Holiday,Yes,489
16.0,22.6,63.0,3.1,551.0,15.1,0.88,,0.0,,Holiday,Yes,1759
23.0,-4.0,52.0,3.4,1272.0,-12.4,0.0,0.0,0.0,Spring,Holiday,Yes,190
3.0,1.1,44.0,1.0,1128.0,-9.8,0.0,0.0,0.0,Winter,No Holiday,Yes,102
14.0,-5.7,23.0,4.5,1956.0,-23.5,1.25,,0.0,Winter,No Holiday,Yes,168
7.0,18.0,82.0,0.7,264.0,14.8,0.11,0.0,0.0,Spring,Holiday,Yes,614
18.0,19.0,66.0,1.3,1111.0,12.4,0.95,0.0,0.0,Spring,No Holiday,Yes,2338
17.0,19.2,36.0,0.7,1643.0,3.7,0.38,0.0,0.0,Autumn,No Holiday,Yes,1961
21.0,-0.2,62.0,0.6,986.0,-6.6,0.0,0.0,0.0,Winter,No Holiday,Yes,332
21.0,17.0,85.0,1.1,597.0,14.4,0.0,0.5,0.0,Spring,Holiday,Yes,58
5.0,2.1,88.0,1.4,,0.3,0.0,0.0,0.3,Autumn,No Holiday,Yes,115
13.0,8.3,51.0,2.0,2000.0,-1.2,1.42,0.0,0.0,Spring,No Holiday,Yes,465
19.0,32.7,56.0,2.2,2000.0,22.7,0.33,0.0,0.0,Summer,No Holiday,Yes,1972
2.0,,,0.4,1363.0,-7.7,0.0,0.0,,Spring,No Holiday,Yes,95
21.0,30.3,69.0,2.2,1834.0,23.9,0.0,0.0,0.0,Summer,No Holiday,Yes,1826
7.0,24.9,81.0,0.3,1289.0,21.4,0.24,0.0,0.0,Summer,No Holiday,Yes,537
7.0,27.0,86.0,0.9,718.0,24.4,0.22,,0.0,Summer,No Holiday,Yes,1065
1.0,7.9,86.0,2.1,2000.0,5.6,0.0,0.0,0.0,Spring,No Holiday,Yes,323
4.0,-4.2,53.0,,1994.0,-12.3,0.0,0.0,0.0,Winter,Holiday,Yes,62
13.0,-2.0,32.0,1.0,1864.0,,0.91,0.0,0.0,,No Holiday,Yes,284
13.0,5.3,26.0,2.1,1604.0,-12.7,,0.0,0.0,Autumn,No Holiday,Yes,645
4.0,12.8,81.0,,418.0,9.6,0.0,0.0,0.0,Spring,No Holiday,Yes,109
21.0,-5.0,57.0,1.9,2000.0,-12.2,0.0,0.0,2.0,Winter,,Yes,224
9.0,24.2,47.0,1.2,822.0,12.1,1.94,0.0,0.0,Summer,No Holiday,Yes,1284
4.0,19.6,87.0,1.2,465.0,17.3,0.0,0.0,0.0,Summer,No Holiday,Yes,215
1.0,2.9,51.0,0.8,1119.0,-6.2,0.0,0.0,0.0,Spring,No Holiday,Yes,163
19.0,4.9,47.0,3.5,2000.0,-5.4,0.2,0.0,0.0,Spring,No Holiday,Yes,518
